Video ID number,main entry gloss label,entry/variant gloss label,occurrence label,start frame of video clip containing the sign (relative to full videos),end frame of video clip containing the sign (relative to full videos),start frame of the sign (relative to full videos),end frame of the sign (relative to full videos),Dominant start handshape,Non-dominant start handshape,Dominant end handshape,Non-dominant end handshape,full video file,sign type,Class Label
7971,STAB,STAB,STAB++,4423,4574,4473,4524,S,B-L,S,B-L,ASL_2011_07_19_Brady_scene94-camera1.mov,Lexical Signs,STAB
7973,STAGE,STAGE,STAGE,570,689,620,639,S,S,S,S,ASL_2011_07_19_Brady_scene95-camera1.mov,Lexical Signs,STAGE
7976,STAMP-SEAL,STAMP-SEAL,STAMP-SEAL,1129,1247,1179,1197,10,B-L,10,B-L,ASL_2011_07_19_Brady_scene75-camera1.mov,Lexical Signs,STAMP-SEAL
7979,STAND,STAND,STAND+,368,490,418,440,V,B-L,V,B-L,ASL_2011_07_19_Brady_scene96-camera1.mov,Lexical Signs,STAND
7980,STAND,STAND,STAND+,446,587,496,537,V,B-L,V,B-L,ASL_2011_07_22_Brady_scene54-camera1.mov,Lexical Signs,STAND
7985,STAND-UP,STAND-UP,STAND-UP,11950,12063,12000,12013,V,B-L,V,B-L,ASL_2011_06_08_Brady_scene12-camera1.mov,Lexical Signs,STAND-UP
7986,STAND-UP,STAND-UP,STAND-UP,2118,2243,2168,2193,V,B-L,V,B-L,ASL_2011_07_19_Brady_scene58-camera1.mov,Lexical Signs,STAND-UP
7987,STAND-UP,STAND-UP,STAND-UP,2270,2387,2320,2337,V,B-L,V,B-L,ASL_2011_07_19_Brady_scene95-camera1.mov,Lexical Signs,STAND-UP
7988,STAND-UP,STAND-UP,STAND-UP,1928,2050,1978,2000,V,B-L,V,B-L,ASL_2011_07_22_Brady_scene37-camera1.mov,Lexical Signs,STAND-UP
40937,STAND-UP+ASCEND,STAND-UP+ASCEND,STAND-UP+ASCEND,2400,2550,2450,2500,B-L,V,V,B-L,ASL_2011_07_19_Brady_scene58-camera1.mov,Compound Signs,STAND-UP+ASCEND
7992,STAR,STAR,STAR+,945,1102,995,1052,1,1,1,1,ASL_2011_07_19_Brady_scene96-camera1.mov,Lexical Signs,STAR
7994,START,START,START,2039,2168,2089,2118,1,5,1,5,ASL_2011_07_19_Brady_scene96-camera1.mov,Lexical Signs,START
7996,STATE,STATE,STATE,2506,2624,2556,2574,S,B-L,S,B-L,ASL_2011_07_19_Brady_scene96-camera1.mov,Lexical Signs,STATE
7998,STATISTICS,STATISTICS,STATISTICS,2722,2847,2772,2797,S,S,S,S,ASL_2011_07_19_Brady_scene96-camera1.mov,Lexical Signs,STATISTICS
248,STAY,(1h)STAY,(1h)STAY,93,222,143,172,Y,,Y,,ASL_2011_07_19_Brady_scene97-camera1.mov,Lexical Signs,STAY
8001,STEAL,STEAL,STEAL,357,470,407,420,V,S,crvd-V,S,ASL_2011_07_19_Brady_scene97-camera1.mov,Lexical Signs,STEAL
8003,STEALTHY,STEALTHY,STEALTHY+,587,730,637,680,B-L,B-L,B-L,B-L,ASL_2011_07_19_Brady_scene97-camera1.mov,Lexical Signs,STEALTHY
8006,STEAM,STEAM,STEAM+,1556,1724,1606,1674,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2011_07_19_Brady_scene97-camera1.mov,Lexical Signs,STEAM
8008,STEEP,STEEP,STEEP,1262,1388,1312,1338,B-L,B-L,B-L,B-L,ASL_2011_07_19_Brady_scene97-camera1.mov,Lexical Signs,STEEP
8010,STEPLADDER,STEPLADDER,STEPLADDER++,1190,1336,1240,1286,bent-B,bent-B,crvd-B,crvd-B,ASL_2011_06_14_Brady_scene46-camera1.mov,Lexical Signs,STEPLADDER
8012,STEPS,STEPS,STEPS++,108,250,158,200,B-L,B-L,B-L,B-L,ASL_2011_07_19_Brady_scene98-camera1.mov,Lexical Signs,STEPS
8014,STICKY,STICKY,STICKY+,594,731,644,681,open-8,open-8,8,8,ASL_2011_07_19_Brady_scene98-camera1.mov,Lexical Signs,STICKY
8016,STILL,STILL,STILL,814,928,864,878,Y,Y,Y,Y,ASL_2011_07_19_Brady_scene98-camera1.mov,Lexical Signs,STILL
8018,STIMULATE,STIMULATE,STIMULATE+,294,424,344,374,S,1,1,1,ASL_2011_06_14_Brady_scene15-camera1.mov,Lexical Signs,STIMULATE
8019,STIMULATE,STIMULATE,STIMULATE++,1051,1188,1101,1138,S,1,1,1,ASL_2011_07_19_Brady_scene98-camera1.mov,Lexical Signs,STIMULATE
8021,STING,STING,STING,1778,1896,1828,1846,X-over-thumb,psv,X-over-thumb,psv,ASL_2011_07_19_Brady_scene98-camera1.mov,Lexical Signs,STING
8023,STING-FACE,STING-FACE,STING-FACE,1494,1615,1544,1565,X-over-thumb,,X-over-thumb,,ASL_2011_07_19_Brady_scene98-camera1.mov,Lexical Signs,STING-FACE
8025,STINK,STINK,STINK,2853,2979,2903,2929,F,,F,,ASL_2011_07_19_Brady_scene98-camera1.mov,Lexical Signs,STINK
8027,STIR,STIR_2,STIR_2+,85,260,135,210,S,B-L,S,B-L,ASL_2011_07_19_Brady_scene99-camera1.mov,Lexical Signs,STIR
8028,STITCH,STITCH,STITCH+,1926,2069,1976,2019,F,B-L,F,B-L,ASL_2011_07_19_Brady_scene78-camera1.mov,Lexical Signs,STITCH
8031,STOMACH,STOMACH,STOMACH,988,1124,1038,1074,bent-B-L,,bent-B-L,,ASL_2011_07_19_Brady_scene99-camera1.mov,Lexical Signs,STOMACH
8033,STOP,STOP,STOP,1262,1377,1312,1327,B-L,B-L,B-L,B-L,ASL_2011_07_19_Brady_scene99-camera1.mov,Lexical Signs,STOP
2183,STORM/CLOUDS,CLOUD_2,CLOUD_2,7941,8079,7991,8029,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2011_06_08_Brady_scene28-camera1.mov,Lexical Signs,STORM/CLOUDS
2184,STORM/CLOUDS,CLOUD_2,CLOUD_2,9151,9304,9201,9254,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2011_06_08_Brady_scene28-camera1.mov,Lexical Signs,STORM/CLOUDS
8037,STORM/CLOUDS,STORM/CLOUDS,STORM/CLOUDS,1069,1221,1119,1171,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2011_07_22_Brady_scene45-camera1.mov,Lexical Signs,STORM/CLOUDS
474,STORY,(crvd-B)STORY,(crvd-B)STORY+,3070,3212,3120,3162,crvd-B,crvd-B,flat-O,flat-O,ASL_2011_07_19_Brady_scene99-camera1.mov,Lexical Signs,STORY
8041,STORY,STORY,STORY+,1603,1728,1653,1678,open-8,open-8,8,8,ASL_2011_06_14_Brady_scene56-camera1.mov,Lexical Signs,STORY
8042,STORY,STORY,STORY+,2808,2959,2858,2909,open-F,open-F,8,8,ASL_2011_07_19_Brady_scene99-camera1.mov,Lexical Signs,STORY
40941,STORY+AGENT,STORY+AGENT,STORY++AGENT,1856,1986,1906,1936,open-8,open-8,B-L,B-L,ASL_2011_06_14_Brady_scene56-camera1.mov,Compound Signs,STORY+AGENT
8048,STRAIGHT,STRAIGHT,STRAIGHT,4366,4482,4416,4432,B,,B,,ASL_2011_06_08_Brady_scene22-camera1.mov,Lexical Signs,STRAIGHT
8049,STRAIGHT,STRAIGHT,STRAIGHT,850,970,900,920,B-xd,,B-xd,,ASL_2011_07_19_Brady_scene100-camera1.mov,Lexical Signs,STRAIGHT
8052,STRANGE,STRANGE,STRANGE,9124,9242,9174,9192,C,,C,,ASL_2011_06_08_Brady_scene21-camera1.mov,Lexical Signs,STRANGE
8053,STRANGE,STRANGE,STRANGE,362,480,412,430,tight-C,,tight-C,,ASL_2011_07_19_Brady_scene18-camera1.mov,Lexical Signs,STRANGE
8056,STRANGLE,STRANGLE,STRANGLE,628,755,678,705,C,C,C,C,ASL_2011_07_19_Brady_scene79-camera1.mov,Lexical Signs,STRANGLE
207970,STRAW,STRAW,STRAW,1181,1313,1231,1263,F,F,F,F,ASL_2011_07_19_Brady_scene100-camera1.mov,Lexical Signs,STRAW
8060,STRAW,STRAW_2,STRAW_2+,815,950,865,900,G,G,G,G,ASL_2011_07_22_Brady_scene18-camera1.mov,Lexical Signs,STRAW
8061,STRAW,STRAW_2,STRAW_2+,1541,1676,1591,1626,flat-G,flat-G,flat-G,flat-G,ASL_2011_07_22_Brady_scene54-camera1.mov,Lexical Signs,STRAW
8065,STRICT,STRICT,STRICT,2840,2960,2890,2910,crvd-V,,crvd-V,,ASL_2011_07_19_Brady_scene100-camera1.mov,Lexical Signs,STRICT
8067,STRING,STRING,STRING,88,210,138,160,I,I,I,I,ASL_2011_07_19_Brady_scene101-camera1.mov,Lexical Signs,STRING
8069,STRIP,STRIP,STRIP+,1658,1811,1708,1761,A,A,10,10,ASL_2011_07_22_Brady_scene16-camera1.mov,Lexical Signs,STRIP
8071,STRIP-PAINT,STRIP-PAINT,STRIP-PAINT++,392,542,442,492,crvd-5,5,crvd-5,5,ASL_2011_07_19_Brady_scene101-camera1.mov,Lexical Signs,STRIP-PAINT
390,STRIPES,(4)STRIPES,(4)STRIPES,966,1109,1016,1059,4,,4,,ASL_2011_07_19_Brady_scene101-camera1.mov,Lexical Signs,STRIPES
8073,STRIPES,STRIPES,STRIPES,721,916,771,866,crvd-L,,crvd-L,,ASL_2011_07_19_Brady_scene101-camera1.mov,Lexical Signs,STRIPES
8076,STRONG,STRONG,STRONG,1491,1606,1541,1556,S,S,S,S,ASL_2011_07_19_Brady_scene101-camera1.mov,Lexical Signs,STRONG
8077,STRONG,STRONG,STRONG,1721,1840,1771,1790,S,S,S,S,ASL_2011_07_19_Brady_scene101-camera1.mov,Lexical Signs,STRONG
8078,STRONG,STRONG,STRONG,1845,1970,1895,1920,S,S,S,S,ASL_2011_07_22_Brady_scene54-camera1.mov,Lexical Signs,STRONG
8080,STRUCTURE,STRUCTURE_2,STRUCTURE_2+,1982,2132,2032,2082,S,S,S,S,ASL_2011_07_19_Brady_scene101-camera1.mov,Lexical Signs,STRUCTURE
8082,STRUGGLE,STRUGGLE,STRUGGLE+,2212,2397,2262,2347,1,1,bent-1,bent-1,ASL_2011_07_19_Brady_scene101-camera1.mov,Lexical Signs,STRUGGLE
8084,STUBBORN,STUBBORN,STUBBORN,2460,2575,2510,2525,B-L,,10,,ASL_2011_07_19_Brady_scene101-camera1.mov,Lexical Signs,STUBBORN
8086,STUCK,STUCK,STUCK,112,230,162,180,V,,V,,ASL_2011_07_19_Brady_scene102-camera1.mov,Lexical Signs,STUCK
8088,STUDY,STUDY,STUDY,1501,1636,1551,1586,5,B-L,5,B-L,ASL_2011_07_19_Brady_scene102-camera1.mov,Lexical Signs,STUDY
8089,STUDY,STUDY_2,STUDY_2+,13176,13330,13226,13280,crvd-5,B-L,crvd-5,B-L,ASL_2011_06_08_Brady_scene24-camera1.mov,Lexical Signs,STUDY
8091,STUPID,STUPID,STUPID,1774,1900,1824,1850,S,,S,,ASL_2011_07_19_Brady_scene102-camera1.mov,Lexical Signs,STUPID
8095,STUPID_3,STUPID_3,STUPID_3,2462,2582,2512,2532,V,,V,,ASL_2011_07_19_Brady_scene102-camera1.mov,Lexical Signs,STUPID_3
8097,SUBSCRIBE,SUBSCRIBE,SUBSCRIBE+,9487,9613,9537,9563,L-X,,A,,ASL_2011_06_08_Brady_scene10-camera1.mov,Lexical Signs,SUBSCRIBE
8099,SUBSCRIBE,SUBSCRIBE,SUBSCRIBE++,2907,3055,2957,3005,L-X,,A,,ASL_2011_07_19_Brady_scene102-camera1.mov,Lexical Signs,SUBSCRIBE
8101,SUBTRACT,SUBTRACT,SUBTRACT,297,415,347,365,5-C,B-L,A,B-L,ASL_2011_07_19_Brady_scene103-camera1.mov,Lexical Signs,SUBTRACT
8103,SUBWAY,SUBWAY_2,SUBWAY_2,578,698,628,648,Y,bent-B-L,Y,bent-B-L,ASL_2011_07_19_Brady_scene103-camera1.mov,Lexical Signs,SUBWAY
8105,SUCCEED,SUCCEED,SUCCEED,1487,1616,1537,1566,1,1,1,1,ASL_2011_07_19_Brady_scene103-camera1.mov,Lexical Signs,SUCCEED
8106,SUCCEED,SUCCEED,SUCCEED,2062,2195,2112,2145,1,1,1,1,ASL_2011_07_22_Brady_scene54-camera1.mov,Lexical Signs,SUCCEED
8108,SUFFER,SUFFER,SUFFER,2670,2825,2720,2775,A,,A,,ASL_2011_07_19_Brady_scene103-camera1.mov,Lexical Signs,SUFFER
8110,SUGAR/SWEET,SUGAR/SWEET,SUGAR/SWEET+,3148,3283,3198,3233,B-L,,10,,ASL_2011_07_19_Brady_scene103-camera1.mov,Lexical Signs,SUGAR/SWEET
251,SUGGEST,(1h)SUGGEST,(1h)SUGGEST,937,1067,987,1017,B-L,,B-L,,ASL_2011_07_19_Brady_scene104-camera1.mov,Lexical Signs,SUGGEST
8112,SUGGEST,SUGGEST,SUGGEST,1766,1892,1816,1842,B-L,B-L,B-L,B-L,ASL_2011_07_19_Brady_scene18-camera1.mov,Lexical Signs,SUGGEST
8113,SUGGEST,SUGGEST,SUGGEST,915,1042,965,992,B-L,B-L,B-L,B-L,ASL_2011_07_19_Brady_scene52-camera1.mov,Lexical Signs,SUGGEST
8116,SUITCASE,SUITCASE,SUITCASE+,8198,8327,8248,8277,S,,S,,ASL_2011_06_14_Brady_scene52-camera1.mov,Lexical Signs,SUITCASE
8118,SULK,SULK,SULK+,3393,3523,3443,3473,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2011_07_19_Brady_scene103-camera1.mov,Lexical Signs,SULK
8120,SUMMARIZE,SUMMARIZE,SUMMARIZE,12719,12842,12769,12792,5,5,S,S,ASL_2011_06_08_Brady_scene29-camera1.mov,Lexical Signs,SUMMARIZE
8121,SUMMARIZE,SUMMARIZE,SUMMARIZE,89,218,139,168,5,5,S,S,ASL_2011_07_19_Brady_scene104-camera1.mov,Lexical Signs,SUMMARIZE
8123,SUMMER,SUMMER,SUMMER,466,591,516,541,1,,cocked-S,,ASL_2011_07_19_Brady_scene104-camera1.mov,Lexical Signs,SUMMER
8125,SUMMON,SUMMON,SUMMON,692,806,742,756,B-L,S,A,S,ASL_2011_07_19_Brady_scene104-camera1.mov,Lexical Signs,SUMMON
8126,SUN,SUN,SUN,1145,1273,1195,1223,flat-O,,5,,ASL_2011_07_19_Brady_scene104-camera1.mov,Lexical Signs,SUN
8131,SUNDAY,SUNDAY_2,SUNDAY_2,1664,1794,1714,1744,B-L,B-L,B-L,B-L,ASL_2011_07_19_Brady_scene104-camera1.mov,Lexical Signs,SUNDAY
508,SUNRISE,(F)SUNRISE,(F)SUNRISE,2135,2269,2185,2219,F,psv,F,psv,ASL_2011_07_19_Brady_scene104-camera1.mov,Lexical Signs,SUNRISE
510,SUNSET,(F)SUNSET,(F)SUNSET,99,236,149,186,F,psv,F,psv,ASL_2011_07_19_Brady_scene105-camera1.mov,Lexical Signs,SUNSET
8134,SUNSHINE,SUNSHINE,SUNSHINE,1328,1447,1378,1397,flat-O,,5,,ASL_2011_07_19_Brady_scene105-camera1.mov,Lexical Signs,SUNSHINE
8136,SUPERIOR,SUPERIOR,SUPERIOR,20687,20815,20737,20765,10,10,10,10,ASL_2011_06_08_Brady_scene22-camera1.mov,Lexical Signs,SUPERIOR
8138,SUPERVISE,SUPERVISE,SUPERVISE+,1670,1829,1720,1779,K,K,K,K,ASL_2011_07_19_Brady_scene105-camera1.mov,Lexical Signs,SUPERVISE
8139,SUPERVISE,SUPERVISE,SUPERVISE+,2553,2722,2603,2672,K,K,K,K,ASL_2011_07_22_Brady_scene54-camera1.mov,Lexical Signs,SUPERVISE
40952,SUPERVISE+AGENT,SUPERVISE+AGENT,SUPERVISE+AGENT,1930,2064,1980,2014,K,K,B-L,B-L,ASL_2011_07_19_Brady_scene105-camera1.mov,Compound Signs,SUPERVISE+AGENT
641,SUPPORT,(R)SUPPORT,(R)SUPPORT+,1143,1264,1193,1214,R,S,R,S,ASL_2011_07_19_Brady_scene54-camera1.mov,Lexical Signs,SUPPORT
8142,SUPPORT,SUPPORT,SUPPORT+,342,475,392,425,S,S,S,S,ASL_2011_07_19_Brady_scene54-camera1.mov,Lexical Signs,SUPPORT
8143,SUPPORT,SUPPORT,SUPPORT+,2196,2319,2246,2269,S,S,S,S,ASL_2011_07_19_Brady_scene105-camera1.mov,Lexical Signs,SUPPORT
8146,SURFACE,SURFACE,SURFACE+,2959,3103,3009,3053,B-L,B-L,B-L,B-L,ASL_2011_07_19_Brady_scene105-camera1.mov,Lexical Signs,SURFACE
8149,SURGERY,SURGERY,SURGERY,1257,1382,1307,1332,10,B-L,10,B-L,ASL_2011_07_19_Brady_scene21-camera1.mov,Lexical Signs,SURGERY
8150,SURGERY,SURGERY,SURGERY,1563,1686,1613,1636,10,B-L,10,B-L,ASL_2011_07_19_Brady_scene21-camera1.mov,Lexical Signs,SURGERY
8151,SURGERY,SURGERY,SURGERY,3176,3293,3226,3243,10,B-L,10,B-L,ASL_2011_07_19_Brady_scene105-camera1.mov,Lexical Signs,SURGERY
8155,SURPRISE,SURPRISE_2,SURPRISE_2,885,1015,935,965,baby-O,baby-O,L,L,ASL_2011_07_22_Brady_scene41-camera1.mov,Lexical Signs,SURPRISE
8154,SURPRISE,SURPRISE,SURPRISE,113,233,163,183,baby-O,baby-O,L,L,ASL_2011_07_19_Brady_scene106-camera1.mov,Lexical Signs,SURPRISE/WAKE-UP
8741,WAKE-UP,WAKE-UP,WAKE-UP,3601,3724,3651,3674,baby-O,baby-O,L,L,ASL_2011_06_08_Brady_scene14-camera1.mov,Lexical Signs,SURPRISE/WAKE-UP
8157,SURROUND,SURROUND,SURROUND,405,560,455,510,5,D,5,D,ASL_2011_07_19_Brady_scene106-camera1.mov,Lexical Signs,SURROUND
8160,SUSPECT,SUSPECT,SUSPECT++,647,789,697,739,1,,X,,ASL_2011_07_19_Brady_scene106-camera1.mov,Lexical Signs,SUSPECT
8164,SUSPEND,SUSPEND,SUSPEND,4914,5048,4964,4998,1,1,X,X,ASL_2011_06_14_Brady_scene34-camera1.mov,Lexical Signs,SUSPEND
8167,SWALLOW,SWALLOW,SWALLOW,887,1008,937,958,1,,1,,ASL_2011_07_19_Brady_scene106-camera1.mov,Lexical Signs,SWALLOW
8170,SWEAT,SWEAT,SWEAT,1622,1775,1672,1725,S,S,bent-B-L,bent-B-L,ASL_2011_07_19_Brady_scene106-camera1.mov,Lexical Signs,SWEAT
8172,SWEATER,SWEATER,SWEATER,2717,2848,2767,2798,S,S,5,5,ASL_2011_07_19_Brady_scene106-camera1.mov,Lexical Signs,SWEATER
8174,SWEETHEART,SWEETHEART,SWEETHEART,3280,3426,3330,3376,10,10,10,10,ASL_2011_07_19_Brady_scene106-camera1.mov,Lexical Signs,SWEETHEART
8175,SWIM,SWIM,SWIM+,857,993,907,943,B-L,B-L,B-L,B-L,ASL_2011_07_19_Brady_scene107-camera1.mov,Lexical Signs,SWIM
8179,SWING,SWING,SWING+,1331,1492,1381,1442,U,U,U,U,ASL_2011_07_19_Brady_scene107-camera1.mov,Lexical Signs,SWING
8182,SWITCH,SWITCH,SWITCH,2508,2640,2558,2590,V,,V,,ASL_2011_07_22_Brady_scene9-camera1.mov,Lexical Signs,SWITCH
8184,SYMBOL,SYMBOL,SYMBOL+,2120,2247,2170,2197,S,5,S,5,ASL_2011_07_19_Brady_scene107-camera1.mov,Lexical Signs,SYMBOL
8186,SYSTEM,SYSTEM,SYSTEM,2379,2506,2429,2456,S,S,S,S,ASL_2011_07_19_Brady_scene107-camera1.mov,Lexical Signs,SYSTEM
8188,T,T,T,2612,2743,2662,2693,T,,T,,ASL_2011_07_19_Brady_scene107-camera1.mov,Lexical Signs,T
8195,TAKE-A-HIKE,TAKE-A-HIKE,TAKE-A-HIKE,2945,3067,2995,3017,10,,10,,ASL_2011_06_14_Brady_scene25-camera1.mov,Lexical Signs,TAKE-A-HIKE
207760,TAKE-ADVANTAGE,TAKE-ADVANTAGE,TAKE-ADVANTAGE,623,739,673,689,25,B-L,25,B-L,ASL_2011_07_19_Brady_scene61-camera1.mov,Lexical Signs,TAKE-ADVANTAGE
8202,TAKE-BREAK,TAKE-BREAK,TAKE-BREAK,7787,7906,7837,7856,B,Vulcan,B,Vulcan,ASL_2011_06_08_Brady_scene23-camera1.mov,Lexical Signs,TAKE-BREAK
8204,TAKE-NOTES,TAKE-NOTES,TAKE-NOTES++,3174,3320,3224,3270,flat-O,B-L,flat-O,B-L,ASL_2011_07_19_Brady_scene23-camera1.mov,Lexical Signs,TAKE-NOTES
8207,TAKE-PICTURE,TAKE-PICTURE,TAKE-PICTURE,1472,1589,1522,1539,1,1,X,1,ASL_2011_06_08_Brady_scene25-camera1.mov,Lexical Signs,TAKE-PICTURE
8210,TAKE-PILL,TAKE-PILL,TAKE-PILL+,6143,6265,6193,6215,cocked-S,,1,,ASL_2011_06_14_Brady_scene55-camera1.mov,Lexical Signs,TAKE-PILL
8214,TAKE-SUBWAY,TAKE-SUBWAY,TAKE-SUBWAY,679,799,729,749,Y,B-L,Y,B-L,ASL_2011_06_14_Brady_scene27-camera1.mov,Lexical Signs,TAKE-SUBWAY
8219,TAKE-TRAIN,TAKE-TRAIN,TAKE-TRAIN,934,1052,984,1002,U,U,U,U,ASL_2011_06_14_Brady_scene27-camera1.mov,Lexical Signs,TAKE-TRAIN
8223,TAKE-UP,TAKE-UP,TAKE-UP,4122,4252,4172,4202,5,5,S,S,ASL_2011_07_22_Brady_scene38-camera1.mov,Lexical Signs,TAKE-UP
8227,TALK,TALK,TALK+,183,314,233,264,4,,4,,ASL_2011_07_19_Brady_scene109-camera1.mov,Lexical Signs,TALK
8233,TALK,TALKwg,TALKwg,4857,5012,4907,4962,4,,4,,ASL_2011_06_08_Brady_scene14-camera1.mov,Lexical Signs,TALK
8230,TALK-OVER,TALK-OVER,TALK-OVER++,5608,5768,5658,5718,O,O,O,O,ASL_2011_06_14_Brady_scene55-camera1.mov,Lexical Signs,TALK-OVER
8235,TALL,TALL,TALL,2522,2640,2572,2590,1,B-L,1,B-L,ASL_2011_06_14_Brady_scene33-camera1.mov,Lexical Signs,TALL
8236,TALL,TALL,TALL,702,817,752,767,1,B-L,1,B-L,ASL_2011_07_19_Brady_scene109-camera1.mov,Lexical Signs,TALL
8239,TANK-TOP,TANK-TOP,TANK-TOP+,940,1074,990,1024,G,G,G,G,ASL_2011_07_19_Brady_scene109-camera1.mov,Lexical Signs,TANK-TOP
8241,TAP-DANCE,TAP-DANCE,TAP-DANCE+,1916,2079,1966,2029,B-L,B-L,B-L,B-L,ASL_2011_07_19_Brady_scene109-camera1.mov,Lexical Signs,TAP-DANCE
8243,TAPE,TAPE,TAPE,2528,2644,2578,2594,10,10,10,10,ASL_2011_07_19_Brady_scene109-camera1.mov,Lexical Signs,TAPE
8245,TAPE-RECORDING,TAPE-RECORDING,TAPE-RECORDING+,2277,2418,2327,2368,25,25,25,25,ASL_2011_07_19_Brady_scene109-camera1.mov,Lexical Signs,TAPE-RECORDING
8247,TASTE,TASTE,TASTE,2762,2894,2812,2844,25,,25,,ASL_2011_07_19_Brady_scene109-camera1.mov,Lexical Signs,TASTE
254,TATTLE,(1h)TATTLE,(1h)TATTLE+++,2991,3148,3041,3098,cocked-S,,1,,ASL_2011_07_19_Brady_scene109-camera1.mov,Lexical Signs,TATTLE
8251,TATTLE,TATTLE,TATTLE+,66,204,116,154,S,S,1,1,ASL_2011_07_19_Brady_scene110-camera1.mov,Lexical Signs,TATTLE
8253,TATTOO,TATTOO,TATTOO+,692,876,742,826,X-over-thumb,,X-over-thumb,,ASL_2011_07_19_Brady_scene110-camera1.mov,Lexical Signs,TATTOO
8256,TEA,TEA,TEA+,953,1095,1003,1045,F,O,F,O,ASL_2011_07_19_Brady_scene110-camera1.mov,Lexical Signs,TEA
8258,TEACH,TEACH,TEACH+,1723,1852,1773,1802,flat-O,flat-O,flat-O,flat-O,ASL_2011_07_19_Brady_scene110-camera1.mov,Lexical Signs,TEACH
40960,TEACH+AGENT,TEACH+AGENT,TEACH+AGENT,1189,1320,1239,1270,flat-O,flat-O,B-L,B-L,ASL_2011_07_19_Brady_scene110-camera1.mov,Compound Signs,TEACH+AGENT
8260,TEAM,TEAM,TEAM,2143,2262,2193,2212,T,T,T,T,ASL_2011_07_19_Brady_scene110-camera1.mov,Lexical Signs,TEAM
8262,TEASE,TEASE,TEASE+,2354,2495,2404,2445,X,X,X,X,ASL_2011_07_19_Brady_scene110-camera1.mov,Lexical Signs,TEASE
8263,TEASE,TEASE,TEASE+,71,216,121,166,X,X,X,X,ASL_2011_07_22_Brady_scene55-camera1.mov,Lexical Signs,TEASE
40964,TECHNOLOGY_2+AGENT,TECHNOLOGY_2+AGENT,TECHNOLOGY_2+++AGENT,2598,2744,2648,2694,25,10,B-L,B-L,ASL_2011_07_19_Brady_scene110-camera1.mov,Compound Signs,TECHNOLOGY+AGENT
8265,TEETH,TEETH,TEETH+,98,231,148,181,X,,X,,ASL_2011_07_19_Brady_scene111-camera1.mov,Lexical Signs,TEETH
8269,TELL,TELL-1p,TELL-1p,1311,1428,1361,1378,1,,1,,ASL_2011_07_19_Brady_scene111-camera1.mov,Lexical Signs,TELL
8271,TELL,TELL:j,TELL:i,1512,1626,1562,1576,1,,1,,ASL_2011_07_19_Brady_scene111-camera1.mov,Lexical Signs,TELL
135,TEMPERATURE,(1)TEMPERATURE/PITCH,(1)TEMPERATURE/PITCH+,1722,1874,1772,1824,1,1,1,1,ASL_2011_07_19_Brady_scene111-camera1.mov,Lexical Signs,TEMPERATURE
207927,TEMPERATURE,(1)TEMPERATURE/PITCH,(1)TEMPERATURE/PITCH++,625,789,675,739,1,1,1,1,ASL_2011_07_22_Brady_scene55-camera1.mov,Lexical Signs,TEMPERATURE
8274,TEMPERATURE,TEMPERATURE,TEMPERATURE+,1951,2097,2001,2047,bent-B-L,1,bent-B-L,1,ASL_2011_07_19_Brady_scene111-camera1.mov,Lexical Signs,TEMPERATURE
8276,TEMPLE,TEMPLE,TEMPLE+,2191,2321,2241,2271,T,B-L,T,B-L,ASL_2011_07_19_Brady_scene111-camera1.mov,Lexical Signs,TEMPLE
8278,TEMPT,TEMPT,TEMPT+,108,237,158,187,X,S,X,S,ASL_2011_07_19_Brady_scene112-camera1.mov,Lexical Signs,TEMPT
207975,TEN,TEN,TEN+++,4930,5061,4980,5011,10,,10,,ASL_2011_06_08_Brady_scene4-camera1.mov,Number Signs,TEN
255,TEND,(1h)TEND,(1h)TEND,444,559,494,509,25,,25,,ASL_2011_07_19_Brady_scene112-camera1.mov,Lexical Signs,TEND
8285,TEST,TEST,TEST+,1597,1727,1647,1677,1,1,X,X,ASL_2011_07_19_Brady_scene112-camera1.mov,Lexical Signs,TEST
8289,TEST,TEST_2,TEST_2,2129,2259,2179,2209,1,1,5,5,ASL_2011_06_14_Brady_scene14-camera1.mov,Lexical Signs,TEST
8290,TEXTING,TEXTING,TEXTING+,2118,2258,2168,2208,A,A,A,A,ASL_2011_07_19_Brady_scene24-camera1.mov,Lexical Signs,TEXTING
8293,THAN,THAN,THAN,2278,2389,2328,2339,B-L,bent-B-L,B-L,bent-B-L,ASL_2011_07_19_Brady_scene112-camera1.mov,Lexical Signs,THAN
32351,THANK-YOU+SUGGEST,THANK-YOU+SUGGEST,THANK-YOU+SUGGEST,3808,3941,3858,3891,B-L,B-L,B-L,B-L,ASL_2011_07_19_Brady_scene113-camera1.mov,Compound Signs,THANK-YOU+SUGGEST
8295,THANKSGIVING,THANKSGIVING,THANKSGIVING,381,512,431,462,3,,flat-O_2,,ASL_2011_07_19_Brady_scene113-camera1.mov,Lexical Signs,THANKSGIVING
8297,THAT,THAT,THAT,4023,4139,4073,4089,Y,,Y,,ASL_2011_07_19_Brady_scene113-camera1.mov,Lexical Signs,THAT
